07/29/2019 14:53:49: 


07/29/2019 14:53:49: *** BEGIN LOGFILE: ./logs/Crawler4IBK.20190729.log
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:51: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:53:52: Crawler4IBK: Not Available Yet !!
07/29/2019 14:54:16: 


07/29/2019 14:54:16: *** BEGIN LOGFILE: ./logs/Crawler4IBK.20190729.log
07/29/2019 14:54:16: Crawler4IBK: Shutting down....
07/29/2019 14:54:16: Debug: Closing Log File
07/29/2019 14:54:56: 


07/29/2019 14:54:56: *** BEGIN LOGFILE: ./logs/Crawler4IBK.20190729.log
07/29/2019 14:54:57: Crawler4IBK: Shutting down....
07/29/2019 14:54:57: Debug: Closing Log File
07/29/2019 14:55:09: 


07/29/2019 14:55:09: *** BEGIN LOGFILE: ./logs/Crawler4IBK.20190729.log
07/29/2019 14:55:09: Crawler4IBK: Shutting down....
07/29/2019 14:55:09: Debug: Closing Log File
